host=gl3111.arc-ts.umich.edu  python=/home/lpullela/miniconda3/envs/ssc_559/bin/python  start=Thu Sep  3 14:33:46 EDT 2026  k=5  mode=clean  block_size=search
Loading P1E_S1_C1
  Y: (576, 1236)  people=25  frames/person=[60, 61, 50, 48, 51, 35, 41, 56, 55, 49, 65, 50, 63, 38, 61, 48, 50, 49, 50, 30, 42, 60, 32, 39, 53]  min=30
Loading P1E_S1_C2
  Y: (576, 1031)  people=25  frames/person=[42, 48, 31, 35, 50, 45, 30, 32, 38, 40, 61, 41, 47, 33, 46, 36, 41, 45, 42, 36, 33, 50, 53, 33, 43]  min=30
Loading P1E_S1_C3
  Y: (576, 453)  people=25  frames/person=[15, 22, 16, 16, 17, 13, 14, 19, 14, 25, 26, 12, 21, 18, 22, 19, 13, 19, 16, 15, 8, 15, 30, 20, 28]  min=8
  warning: 24 people have fewer than 30 available frames (kept all)
Loading P1E_S2_C1
  Y: (576, 1256)  people=25  frames/person=[65, 50, 50, 51, 53, 48, 49, 60, 33, 48, 61, 58, 52, 32, 55, 35, 45, 53, 40, 53, 51, 65, 64, 42, 43]  min=32
Loading P1E_S2_C2
  Y: (576, 1042)  people=25  frames/person=[33, 48, 38, 41, 53, 36, 39, 47, 51, 36, 55, 44, 43, 25, 42, 41, 37, 45, 41, 38, 40, 54, 49, 33, 33]  min=25
  warning: 1 people have fewer than 30 available frames (kept all)
Loading P1E_S2_C3
  Y: (576, 816)  people=25  frames/person=[36, 33, 28, 32, 42, 37, 31, 36, 31, 23, 42, 36, 35, 20, 33, 33, 32, 32, 32, 29, 32, 42, 38, 27, 24]  min=20
  warning: 6 people have fewer than 30 available frames (kept all)
Loading P1E_S3_C1
  Y: (576, 1255)  people=25  frames/person=[43, 39, 47, 52, 58, 96, 42, 31, 79, 33, 67, 55, 44, 34, 40, 48, 54, 77, 45, 41, 46, 53, 56, 38, 37]  min=31
Loading P1E_S3_C2
  Y: (576, 1126)  people=25  frames/person=[57, 56, 35, 40, 49, 75, 34, 40, 70, 26, 65, 54, 43, 28, 32, 43, 48, 31, 36, 33, 42, 71, 57, 30, 31]  min=26
  warning: 2 people have fewer than 30 available frames (kept all)
Loading P1E_S3_C3
  Y: (576, 866)  people=25  frames/person=[43, 36, 24, 33, 37, 47, 29, 37, 55, 18, 40, 40, 31, 22, 30, 39, 35, 45, 30, 28, 30, 50, 42, 20, 25]  min=18
  warning: 7 people have fewer than 30 available frames (kept all)
Loading P1E_S4_C1
  Y: (576, 1247)  people=25  frames/person=[58, 54, 34, 56, 50, 59, 50, 56, 74, 38, 75, 35, 46, 31, 53, 40, 57, 32, 56, 33, 48, 67, 59, 48, 38]  min=31
Loading P1E_S4_C2
  Y: (576, 1051)  people=25  frames/person=[37, 37, 41, 46, 41, 49, 38, 45, 65, 30, 39, 48, 50, 34, 43, 36, 47, 52, 45, 37, 38, 50, 30, 37, 36]  min=30
Loading P1E_S4_C3
  Y: (576, 719)  people=25  frames/person=[28, 29, 22, 29, 24, 36, 31, 29, 33, 25, 37, 19, 28, 21, 25, 27, 25, 41, 27, 29, 26, 31, 45, 29, 23]  min=19
  warning: 18 people have fewer than 30 available frames (kept all)
Loading P1L_S1_C1
  Y: (576, 1391)  people=25  frames/person=[65, 68, 43, 64, 47, 40, 58, 33, 75, 41, 58, 72, 58, 49, 66, 67, 65, 43, 59, 57, 58, 51, 67, 32, 55]  min=32
Loading P1L_S1_C2
  Y: (576, 1309)  people=25  frames/person=[30, 65, 37, 63, 66, 54, 52, 52, 43, 49, 71, 49, 58, 48, 54, 66, 56, 36, 48, 49, 55, 66, 52, 39, 51]  min=30
Loading P1L_S1_C3
  Y: (576, 565)  people=25  frames/person=[27, 29, 20, 26, 19, 25, 22, 12, 28, 25, 20, 25, 23, 18, 21, 23, 25, 26, 23, 21, 18, 18, 30, 18, 23]  min=12
  warning: 24 people have fewer than 30 available frames (kept all)
Loading P1L_S2_C1
  Y: (576, 1470)  people=25  frames/person=[73, 68, 53, 64, 65, 41, 73, 55, 37, 31, 82, 75, 63, 45, 34, 48, 74, 84, 71, 64, 62, 65, 48, 33, 62]  min=31
Loading P1L_S2_C2
  Y: (576, 1393)  people=25  frames/person=[64, 65, 49, 62, 69, 69, 63, 61, 80, 34, 89, 57, 53, 52, 55, 38, 30, 30, 66, 36, 57, 51, 73, 41, 49]  min=30
Loading P1L_S2_C3
  Y: (576, 897)  people=25  frames/person=[40, 36, 29, 28, 35, 37, 36, 36, 50, 28, 55, 46, 34, 31, 35, 32, 30, 48, 37, 29, 36, 39, 45, 19, 26]  min=19
  warning: 6 people have fewer than 30 available frames (kept all)
Loading P1L_S3_C1
  Y: (576, 1329)  people=25  frames/person=[31, 33, 30, 51, 74, 75, 59, 65, 66, 43, 47, 39, 65, 50, 58, 71, 67, 36, 57, 35, 62, 31, 74, 59, 51]  min=30
Loading P1L_S3_C2
  Y: (576, 1472)  people=25  frames/person=[78, 38, 48, 51, 54, 71, 61, 71, 32, 50, 75, 38, 72, 63, 48, 67, 49, 87, 52, 56, 58, 85, 73, 56, 39]  min=32
Loading P1L_S3_C3
  Y: (576, 1105)  people=25  frames/person=[48, 44, 38, 38, 39, 45, 35, 55, 52, 26, 81, 39, 36, 36, 44, 54, 42, 61, 38, 31, 34, 53, 51, 44, 41]  min=26
  warning: 1 people have fewer than 30 available frames (kept all)
Loading P1L_S4_C1
  Y: (576, 1443)  people=25  frames/person=[50, 69, 44, 41, 78, 43, 32, 71, 45, 65, 59, 39, 56, 57, 68, 69, 70, 73, 51, 63, 47, 70, 57, 52, 74]  min=32
Loading P1L_S4_C2
  Y: (576, 1327)  people=25  frames/person=[71, 34, 39, 54, 63, 67, 52, 39, 52, 56, 59, 50, 51, 53, 63, 50, 71, 63, 48, 35, 31, 71, 43, 52, 60]  min=31
Loading P1L_S4_C3
  Y: (576, 880)  people=25  frames/person=[37, 41, 23, 26, 32, 34, 22, 32, 50, 29, 38, 44, 31, 34, 37, 39, 39, 39, 38, 26, 25, 50, 41, 33, 40]  min=22
  warning: 6 people have fewer than 30 available frames (kept all)
sequences=24  people=25  k=5
frames/person ~ Unif[30, 100]
down_hw=24  sigmas=(0.0,)  n_trials=50  known_k=True  csv=split_k5_clean_min30_trials50_knownk_scaled_bsearchk5.csv
SSC-Block-TV block_size searched in [2, 12]
train 0 k=5  people=['0006', '0013', '0014', '0022', '0027']
train 1 k=5  people=['0004', '0009', '0019', '0025', '0026']
train 2 k=5  people=['0001', '0005', '0011', '0023', '0024']
train 3 k=5  people=['0007', '0010', '0015', '0016', '0021']
test    k=5  people=['0003', '0012', '0017', '0018', '0020']
methods=['SSC-Block-TV', 'OSC', 'TKSS', 'BDOSC', 'Gram-NCut']  append=False  hetero_noise=False  no_tune=False
σ=0.0: train mats=96  test mats=24
pooled train mats for tuning=96

============================================================
BDOSC: skip tuning, fixed lambda_1=0.2, lambda_2=1, gamma_1=0.01, p=1.1, max_iter=50
  wrote /nfs/turbo/umms-minjilab/lpullela/icassp_ssc_tv2/surveillance_dataset/split_k5_clean_min30_trials50_knownk_scaled_params_bsearchk5.json

============================================================
Gram-NCut: skip tuning, fixed 
  wrote /nfs/turbo/umms-minjilab/lpullela/icassp_ssc_tv2/surveillance_dataset/split_k5_clean_min30_trials50_knownk_scaled_params_bsearchk5.json

============================================================
--- tune SSC-Block-TV over 96 train mats  n_trials=100 (4 params) ---
  SSC-Block-TV trial 0: mean ARI=0.5994  n=96  34.8s  lambda_e=1, lambda_z=0.1, gamma_q=0.1, block_size=5
  SSC-Block-TV trial 52: mean ARI=0.7492  n=96  38.6s  lambda_e=0.01279, lambda_z=0.01617, gamma_q=0.003891, block_size=3
  SSC-Block-TV trial 53: mean ARI=0.7771  n=96  38.8s  lambda_e=0.01016, lambda_z=0.0472, gamma_q=0.002338, block_size=3
  SSC-Block-TV trial 54: mean ARI=0.7685  n=96  38.6s  lambda_e=0.0104, lambda_z=0.02975, gamma_q=0.001005, block_size=3
  SSC-Block-TV trial 55: mean ARI=0.7765  n=96  35.6s  lambda_e=0.01909, lambda_z=0.09734, gamma_q=0.002323, block_size=4
  SSC-Block-TV trial 56: mean ARI=0.7660  n=96  35.5s  lambda_e=0.01334, lambda_z=0.04293, gamma_q=0.01204, block_size=4
  SSC-Block-TV trial 57: mean ARI=0.6988  n=96  38.9s  lambda_e=0.03125, lambda_z=0.003028, gamma_q=0.003007, block_size=3
  SSC-Block-TV trial 58: mean ARI=0.7923  n=96  36.2s  lambda_e=0.02163, lambda_z=0.07808, gamma_q=0.006209, block_size=4
  SSC-Block-TV trial 59: mean ARI=0.7715  n=96  35.8s  lambda_e=0.04766, lambda_z=0.08873, gamma_q=0.006218, block_size=4
  SSC-Block-TV trial 60: mean ARI=0.6310  n=96  35.6s  lambda_e=0.02072, lambda_z=0.07349, gamma_q=0.05282, block_size=4
  SSC-Block-TV trial 61: mean ARI=0.7816  n=96  35.6s  lambda_e=0.04451, lambda_z=0.1462, gamma_q=0.006798, block_size=4
  SSC-Block-TV trial 62: mean ARI=0.8040  n=96  43.9s  lambda_e=0.04096, lambda_z=0.1486, gamma_q=0.01599, block_size=2
  SSC-Block-TV trial 63: mean ARI=0.8101  n=96  45.0s  lambda_e=0.03954, lambda_z=0.1729, gamma_q=0.01498, block_size=2
  SSC-Block-TV trial 64: mean ARI=0.8047  n=96  44.4s  lambda_e=0.07356, lambda_z=0.1532, gamma_q=0.01685, block_size=2
  SSC-Block-TV trial 65: mean ARI=0.8052  n=96  43.9s  lambda_e=0.07699, lambda_z=0.1529, gamma_q=0.01684, block_size=2
  SSC-Block-TV trial 66: mean ARI=0.7908  n=96  44.1s  lambda_e=0.07466, lambda_z=0.1557, gamma_q=0.03895, block_size=2
  SSC-Block-TV trial 67: mean ARI=0.7968  n=96  43.8s  lambda_e=0.08148, lambda_z=0.1774, gamma_q=0.04357, block_size=2
  SSC-Block-TV trial 68: mean ARI=0.8078  n=96  43.6s  lambda_e=0.07677, lambda_z=0.2843, gamma_q=0.04636, block_size=2
  SSC-Block-TV trial 69: mean ARI=0.7753  n=96  43.4s  lambda_e=0.09997, lambda_z=0.2948, gamma_q=0.09004, block_size=2
  SSC-Block-TV trial 70: mean ARI=0.8161  n=96  44.0s  lambda_e=0.132, lambda_z=0.1989, gamma_q=0.01764, block_size=2
  SSC-Block-TV trial 71: mean ARI=0.8131  n=96  44.0s  lambda_e=0.08539, lambda_z=0.1852, gamma_q=0.01827, block_size=2
  SSC-Block-TV trial 72: mean ARI=0.8097  n=96  43.7s  lambda_e=0.1416, lambda_z=0.1799, gamma_q=0.01968, block_size=2
  SSC-Block-TV trial 73: mean ARI=0.8259  n=96  43.5s  lambda_e=0.1367, lambda_z=0.2641, gamma_q=0.02637, block_size=2
  SSC-Block-TV trial 74: mean ARI=0.8273  n=96  43.9s  lambda_e=0.1435, lambda_z=0.2609, gamma_q=0.0274, block_size=2
  SSC-Block-TV trial 75: mean ARI=0.8271  n=96  44.8s  lambda_e=0.1407, lambda_z=0.2562, gamma_q=0.02746, block_size=2
  SSC-Block-TV trial 76: mean ARI=0.8268  n=96  45.5s  lambda_e=0.14, lambda_z=0.2567, gamma_q=0.0284, block_size=2
  SSC-Block-TV trial 77: mean ARI=0.7974  n=96  39.8s  lambda_e=0.1454, lambda_z=0.2149, gamma_q=0.02952, block_size=3
  SSC-Block-TV trial 78: mean ARI=0.8190  n=96  45.4s  lambda_e=0.2421, lambda_z=0.3793, gamma_q=0.0247, block_size=2
  SSC-Block-TV trial 79: mean ARI=0.8090  n=96  45.4s  lambda_e=0.2542, lambda_z=0.9169, gamma_q=0.06964, block_size=2
  SSC-Block-TV trial 80: mean ARI=0.7994  n=96  39.9s  lambda_e=0.4582, lambda_z=0.4779, gamma_q=0.02552, block_size=3
  SSC-Block-TV trial 81: mean ARI=0.8184  n=96  45.5s  lambda_e=0.3579, lambda_z=0.3774, gamma_q=0.02156, block_size=2
  SSC-Block-TV trial 82: mean ARI=0.8188  n=96  43.6s  lambda_e=0.607, lambda_z=0.3288, gamma_q=0.02507, block_size=2
  SSC-Block-TV trial 83: mean ARI=0.8222  n=96  43.8s  lambda_e=0.3601, lambda_z=0.3517, gamma_q=0.03175, block_size=2
  SSC-Block-TV trial 84: mean ARI=0.8002  n=96  38.9s  lambda_e=0.664, lambda_z=0.3692, gamma_q=0.02444, block_size=3
  SSC-Block-TV trial 85: mean ARI=0.8084  n=96  44.2s  lambda_e=0.3317, lambda_z=0.7741, gamma_q=0.0347, block_size=2
  SSC-Block-TV trial 86: mean ARI=0.7794  n=96  44.5s  lambda_e=0.6861, lambda_z=0.2745, gamma_q=0.06991, block_size=2
  SSC-Block-TV trial 87: mean ARI=0.7408  n=96  39.3s  lambda_e=0.2005, lambda_z=0.5552, gamma_q=0.1363, block_size=3
  SSC-Block-TV trial 88: mean ARI=0.7884  n=96  44.0s  lambda_e=0.3192, lambda_z=0.3849, gamma_q=0.0102, block_size=2
  SSC-Block-TV trial 89: mean ARI=0.8099  n=96  38.8s  lambda_e=0.189, lambda_z=0.2249, gamma_q=0.02482, block_size=3
  SSC-Block-TV trial 90: mean ARI=0.8275  n=96  43.9s  lambda_e=0.1173, lambda_z=0.4364, gamma_q=0.05453, block_size=2
  SSC-Block-TV trial 91: mean ARI=0.7777  n=96  43.8s  lambda_e=0.1199, lambda_z=0.425, gamma_q=0.09451, block_size=2
  SSC-Block-TV trial 92: mean ARI=0.8262  n=96  43.7s  lambda_e=0.582, lambda_z=0.319, gamma_q=0.02961, block_size=2
  SSC-Block-TV trial 93: mean ARI=0.7948  n=96  43.9s  lambda_e=0.5838, lambda_z=1.357, gamma_q=0.05753, block_size=2
  SSC-Block-TV trial 94: mean ARI=0.8026  n=96  39.4s  lambda_e=0.9607, lambda_z=0.3363, gamma_q=0.03003, block_size=3
  SSC-Block-TV trial 95: mean ARI=0.8210  n=96  44.7s  lambda_e=0.3723, lambda_z=0.5619, gamma_q=0.05498, block_size=2
  SSC-Block-TV trial 96: mean ARI=0.7856  n=96  39.0s  lambda_e=0.2769, lambda_z=0.9474, gamma_q=0.05506, block_size=3
  SSC-Block-TV trial 97: mean ARI=0.8116  n=96  44.2s  lambda_e=0.4066, lambda_z=0.7652, gamma_q=0.03666, block_size=2
  SSC-Block-TV trial 98: mean ARI=0.7387  n=96  38.9s  lambda_e=0.213, lambda_z=0.5185, gamma_q=0.1375, block_size=3
  SSC-Block-TV trial 99: mean ARI=0.7351  n=96  45.7s  lambda_e=0.1617, lambda_z=0.6644, gamma_q=0.2072, block_size=2
  best mean ARI=0.8275  tune 3735.8s  lambda_e=0.1173, lambda_z=0.4364, gamma_q=0.05453, block_size=2
  wrote /nfs/turbo/umms-minjilab/lpullela/icassp_ssc_tv2/surveillance_dataset/split_k5_clean_min30_trials50_knownk_scaled_params_bsearchk5.json

============================================================
--- tune OSC over 96 train mats  n_trials=50 (2 params) ---
  OSC trial 0: mean ARI=0.7315  n=96  55.7s  lambda_1=0.1, lambda_2=0.1
  OSC trial 1: mean ARI=0.7274  n=96  54.8s  lambda_1=0.1568, lambda_2=0.7257
  OSC trial 2: mean ARI=0.7235  n=96  54.8s  lambda_1=0.2577, lambda_2=0.1512
  OSC trial 3: mean ARI=0.7367  n=96  55.8s  lambda_1=0.0495, lambda_2=0.3833
  OSC trial 4: mean ARI=0.7341  n=96  55.1s  lambda_1=0.05628, lambda_2=3.691
  OSC trial 5: mean ARI=0.0017  n=96  53.8s  lambda_1=7.156, lambda_2=0.03418
  OSC trial 6: mean ARI=0.0017  n=96  53.2s  lambda_1=1.469, lambda_2=0.1305
  OSC trial 7: mean ARI=0.7262  n=96  54.8s  lambda_1=0.1871, lambda_2=5.039
  OSC trial 8: mean ARI=0.7470  n=96  57.7s  lambda_1=0.001924, lambda_2=0.002231
  OSC trial 9: mean ARI=0.7455  n=96  55.7s  lambda_1=0.001205, lambda_2=2.14
  OSC trial 10: mean ARI=0.7467  n=96  58.8s  lambda_1=0.001206, lambda_2=0.001369
  OSC trial 11: mean ARI=0.7467  n=96  58.8s  lambda_1=0.001211, lambda_2=0.001203
  OSC trial 12: mean ARI=0.7430  n=96  58.8s  lambda_1=0.007272, lambda_2=0.001053
  OSC trial 13: mean ARI=0.7427  n=96  58.3s  lambda_1=0.00784, lambda_2=0.006337
  OSC trial 14: mean ARI=0.7449  n=96  57.4s  lambda_1=0.004685, lambda_2=0.005457
  OSC trial 15: mean ARI=0.7479  n=96  57.5s  lambda_1=0.003237, lambda_2=0.005769
  OSC trial 16: mean ARI=0.7422  n=96  57.4s  lambda_1=0.01882, lambda_2=0.009659
  OSC trial 17: mean ARI=0.7443  n=96  56.6s  lambda_1=0.004268, lambda_2=0.01989
  OSC trial 18: mean ARI=0.7419  n=96  58.4s  lambda_1=0.02204, lambda_2=0.002872
  OSC trial 19: mean ARI=0.7477  n=96  56.4s  lambda_1=0.004225, lambda_2=0.02331
  OSC trial 20: mean ARI=0.7422  n=96  56.0s  lambda_1=0.0185, lambda_2=0.03383
  OSC trial 21: mean ARI=0.7479  n=96  56.9s  lambda_1=0.002891, lambda_2=0.01367
  OSC trial 22: mean ARI=0.7479  n=96  57.1s  lambda_1=0.002962, lambda_2=0.01022
  OSC trial 23: mean ARI=0.7470  n=96  57.4s  lambda_1=0.002717, lambda_2=0.01155
  OSC trial 24: mean ARI=0.7426  n=96  57.8s  lambda_1=0.009762, lambda_2=0.003675
  OSC trial 25: mean ARI=0.7459  n=96  55.1s  lambda_1=0.002805, lambda_2=0.06021
  OSC trial 26: mean ARI=0.7426  n=96  56.8s  lambda_1=0.01153, lambda_2=0.01459
  OSC trial 27: mean ARI=0.7470  n=96  58.0s  lambda_1=0.002219, lambda_2=0.006543
  OSC trial 28: mean ARI=0.7375  n=96  55.4s  lambda_1=0.03707, lambda_2=0.06231
  OSC trial 29: mean ARI=0.7449  n=96  57.6s  lambda_1=0.005099, lambda_2=0.003508
  OSC trial 30: mean ARI=0.6897  n=96  54.9s  lambda_1=0.674, lambda_2=0.2535
  OSC trial 31: mean ARI=0.7473  n=96  56.2s  lambda_1=0.003564, lambda_2=0.02505
  OSC trial 32: mean ARI=0.7463  n=96  55.1s  lambda_1=0.001806, lambda_2=0.06956
  OSC trial 33: mean ARI=0.7426  n=96  57.4s  lambda_1=0.01141, lambda_2=0.01333
  OSC trial 34: mean ARI=0.7467  n=96  57.4s  lambda_1=0.001003, lambda_2=0.00824
  OSC trial 35: mean ARI=0.7443  n=96  55.7s  lambda_1=0.005696, lambda_2=0.03839
  OSC trial 36: mean ARI=0.7321  n=96  56.7s  lambda_1=0.09206, lambda_2=0.01597
  OSC trial 37: mean ARI=0.7380  n=96  55.7s  lambda_1=0.03024, lambda_2=0.2031
  OSC trial 38: mean ARI=0.7424  n=96  58.8s  lambda_1=0.0146, lambda_2=0.001916
  OSC trial 39: mean ARI=0.0017  n=96  54.1s  lambda_1=8.782, lambda_2=0.5814
  OSC trial 40: mean ARI=0.7470  n=96  58.5s  lambda_1=0.001772, lambda_2=0.004676
  OSC trial 41: mean ARI=0.7472  n=96  57.0s  lambda_1=0.003451, lambda_2=0.02977
  OSC trial 42: mean ARI=0.7470  n=96  56.7s  lambda_1=0.00276, lambda_2=0.02296
  OSC trial 43: mean ARI=0.7453  n=96  55.1s  lambda_1=0.006646, lambda_2=0.08131
  OSC trial 44: mean ARI=0.7460  n=96  55.6s  lambda_1=0.003768, lambda_2=9.263
  OSC trial 45: mean ARI=0.7464  n=96  56.0s  lambda_1=0.001389, lambda_2=0.05015
  OSC trial 46: mean ARI=0.7422  n=96  56.8s  lambda_1=0.008072, lambda_2=0.02317
  OSC trial 47: mean ARI=0.0017  n=96  53.2s  lambda_1=3.014, lambda_2=0.1017
  OSC trial 48: mean ARI=0.7478  n=96  57.4s  lambda_1=0.003793, lambda_2=0.008443
  OSC trial 49: mean ARI=0.7470  n=96  57.3s  lambda_1=0.002178, lambda_2=0.00857
  best mean ARI=0.7479  tune 2823.6s  lambda_1=0.003237, lambda_2=0.005769
  wrote /nfs/turbo/umms-minjilab/lpullela/icassp_ssc_tv2/surveillance_dataset/split_k5_clean_min30_trials50_knownk_scaled_params_bsearchk5.json

============================================================
--- tune TKSS over 96 train mats  n_trials=75 (3 params) ---
  TKSS trial 0: mean ARI=0.6942  n=96  17.6s  d=5, lam=1, s=2
  TKSS trial 1: mean ARI=0.6826  n=96  17.7s  d=9, lam=1.398, s=4
  TKSS trial 2: mean ARI=0.6952  n=96  15.2s  d=9, lam=0.1866, s=4
  TKSS trial 3: mean ARI=0.6603  n=96  22.3s  d=7, lam=4.735, s=6
  TKSS trial 4: mean ARI=0.6691  n=96  22.6s  d=6, lam=2.372, s=4
  TKSS trial 5: mean ARI=0.7041  n=96  11.3s  d=9, lam=5.981, s=1
  TKSS trial 6: mean ARI=0.6371  n=96  29.2s  d=2, lam=0.0115, s=5
  TKSS trial 7: mean ARI=0.6784  n=96  21.9s  d=12, lam=4.074, s=6
  TKSS trial 8: mean ARI=0.6864  n=96  17.3s  d=12, lam=0.2423, s=5
  TKSS trial 9: mean ARI=0.6331  n=96  30.8s  d=2, lam=0.8313, s=1
  TKSS trial 10: mean ARI=0.7039  n=96  5.8s  d=15, lam=0.01456, s=2
  TKSS trial 11: mean ARI=0.7041  n=96  5.8s  d=15, lam=0.01211, s=2
  TKSS trial 12: mean ARI=0.7033  n=96  6.0s  d=14, lam=0.05267, s=1
  TKSS trial 13: mean ARI=0.7019  n=96  7.3s  d=12, lam=0.05219, s=2
  TKSS trial 14: mean ARI=0.6918  n=96  15.9s  d=9, lam=8.609, s=3
  TKSS trial 15: mean ARI=0.7031  n=96  6.4s  d=13, lam=0.2349, s=1
  TKSS trial 16: mean ARI=0.6962  n=96  16.7s  d=4, lam=0.0393, s=3
  TKSS trial 17: mean ARI=0.7013  n=96  10.4s  d=11, lam=0.4336, s=2
  TKSS trial 18: mean ARI=0.7005  n=96  8.0s  d=15, lam=0.1054, s=3
  TKSS trial 19: mean ARI=0.7035  n=96  8.2s  d=10, lam=0.01798, s=1
  TKSS trial 20: mean ARI=0.7020  n=96  13.0s  d=8, lam=0.4532, s=2
  TKSS trial 21: mean ARI=0.7038  n=96  6.2s  d=15, lam=0.022, s=2
  TKSS trial 22: mean ARI=0.7036  n=96  6.2s  d=14, lam=0.01105, s=1
  TKSS trial 23: mean ARI=0.7029  n=96  6.7s  d=14, lam=0.03098, s=3
  TKSS trial 24: mean ARI=0.7021  n=96  6.6s  d=15, lam=0.09327, s=2
  TKSS trial 25: mean ARI=0.7036  n=96  7.4s  d=11, lam=0.01876, s=1
  TKSS trial 26: mean ARI=0.7028  n=96  7.1s  d=13, lam=0.09512, s=2
  TKSS trial 27: mean ARI=0.6790  n=96  24.6s  d=4, lam=7.58, s=3
  TKSS trial 28: mean ARI=0.5610  n=96  36.0s  d=1, lam=2.266, s=1
  TKSS trial 29: mean ARI=0.7036  n=96  13.5s  d=6, lam=0.01142, s=2
  TKSS trial 30: mean ARI=0.7007  n=96  13.7s  d=13, lam=0.9455, s=3
  TKSS trial 31: mean ARI=0.7037  n=96  6.3s  d=15, lam=0.02904, s=2
  TKSS trial 32: mean ARI=0.7038  n=96  5.9s  d=15, lam=0.01967, s=2
  TKSS trial 33: mean ARI=0.7036  n=96  6.0s  d=14, lam=0.01669, s=1
  TKSS trial 34: mean ARI=0.7024  n=96  8.2s  d=10, lam=0.02725, s=2
  TKSS trial 35: mean ARI=0.7032  n=96  6.7s  d=13, lam=0.05307, s=2
  TKSS trial 36: mean ARI=0.6995  n=96  13.2s  d=15, lam=1.53, s=3
  TKSS trial 37: mean ARI=0.7042  n=96  10.1s  d=8, lam=0.01063, s=4
  TKSS trial 38: mean ARI=0.7030  n=96  10.3s  d=8, lam=0.01089, s=5
  TKSS trial 39: mean ARI=0.6841  n=96  15.8s  d=6, lam=0.1436, s=4
  TKSS trial 40: mean ARI=0.6625  n=96  22.1s  d=7, lam=0.5003, s=6
  TKSS trial 41: mean ARI=0.7010  n=96  9.9s  d=8, lam=0.01506, s=5
  TKSS trial 42: mean ARI=0.6994  n=96  7.8s  d=11, lam=0.02388, s=4
  TKSS trial 43: mean ARI=0.6975  n=96  15.0s  d=5, lam=0.03768, s=4
  TKSS trial 44: mean ARI=0.7035  n=96  7.8s  d=10, lam=0.01378, s=1
  TKSS trial 45: mean ARI=0.6906  n=96  12.6s  d=7, lam=0.06165, s=5
  TKSS trial 46: mean ARI=0.7047  n=96  10.1s  d=12, lam=3.777, s=2
  TKSS trial 47: mean ARI=0.6834  n=96  17.2s  d=9, lam=5.033, s=4
  TKSS trial 48: mean ARI=0.7059  n=96  8.3s  d=12, lam=3.839, s=1
  TKSS trial 49: mean ARI=0.7059  n=96  8.4s  d=12, lam=3.719, s=1
  TKSS trial 50: mean ARI=0.7059  n=96  8.3s  d=12, lam=3.265, s=1
  TKSS trial 51: mean ARI=0.7059  n=96  8.3s  d=12, lam=3.502, s=1
  TKSS trial 52: mean ARI=0.7059  n=96  8.3s  d=12, lam=3.492, s=1
  TKSS trial 53: mean ARI=0.7059  n=96  8.3s  d=12, lam=3.212, s=1
  TKSS trial 54: mean ARI=0.7059  n=96  8.4s  d=12, lam=3.016, s=1
  TKSS trial 55: mean ARI=0.7050  n=96  8.5s  d=11, lam=1.685, s=1
  TKSS trial 56: mean ARI=0.7057  n=96  8.2s  d=12, lam=2.314, s=1
  TKSS trial 57: mean ARI=0.7053  n=96  8.9s  d=11, lam=6.336, s=1
  TKSS trial 58: mean ARI=0.7054  n=96  7.9s  d=13, lam=9.921, s=1
  TKSS trial 59: mean ARI=0.7059  n=96  8.2s  d=12, lam=3.377, s=1
  TKSS trial 60: mean ARI=0.7056  n=96  9.3s  d=10, lam=5.441, s=1
  TKSS trial 61: mean ARI=0.7059  n=96  8.5s  d=12, lam=3.517, s=1
  TKSS trial 62: mean ARI=0.7048  n=96  7.7s  d=13, lam=1.219, s=1
  TKSS trial 63: mean ARI=0.7055  n=96  9.0s  d=11, lam=2.828, s=1
  TKSS trial 64: mean ARI=0.7059  n=96  8.5s  d=12, lam=4.204, s=1
  TKSS trial 65: mean ARI=0.7055  n=96  8.3s  d=12, lam=1.808, s=1
  TKSS trial 66: mean ARI=0.7042  n=96  7.7s  d=14, lam=6.387, s=1
  TKSS trial 67: mean ARI=0.7053  n=96  8.2s  d=13, lam=2.763, s=1
  TKSS trial 68: mean ARI=0.7055  n=96  9.6s  d=10, lam=4.602, s=1
  TKSS trial 69: mean ARI=0.7056  n=96  9.0s  d=11, lam=1.962, s=1
  TKSS trial 70: mean ARI=0.7048  n=96  7.8s  d=13, lam=1.246, s=1
  TKSS trial 71: mean ARI=0.7059  n=96  8.6s  d=12, lam=3.264, s=1
  TKSS trial 72: mean ARI=0.7054  n=96  9.1s  d=11, lam=3.57, s=1
  TKSS trial 73: mean ARI=0.7057  n=96  8.6s  d=12, lam=6.993, s=1
  TKSS trial 74: mean ARI=0.7038  n=96  7.8s  d=14, lam=2.361, s=1
  best mean ARI=0.7059  tune 850.3s  d=12, lam=3.839, s=1
  wrote /nfs/turbo/umms-minjilab/lpullela/icassp_ssc_tv2/surveillance_dataset/split_k5_clean_min30_trials50_knownk_scaled_params_bsearchk5.json

=== P1E_S1_C1 train[0] k=5  dim=576  frames=249  σ=0.0 ===
  SSC-Block-TV: k_hat=5  ACC=0.7510  NMI=0.8548  ARI=0.6817  0.6s
  OSC: k_hat=5  ACC=0.7149  NMI=0.7969  ARI=0.6310  0.7s
  TKSS: k_hat=5  ACC=0.8434  NMI=0.7837  ARI=0.7053  0.1s
  BDOSC: k_hat=5  ACC=0.8112  NMI=0.8083  ARI=0.6709  6.1s
